sub-01	163	-10.9167
sub-02	201	27.0833
sub-03	167	-6.9167
sub-04	183	9.0833
sub-05	181	7.0833
sub-06	184	10.0833
sub-07	177	3.0833
sub-09	181	7.0833
sub-10	177	3.0833
sub-11	186	12.0833
sub-12	142	-31.9167
sub-13	174	0.0833
sub-14	186	12.0833
sub-16	190	16.0833
sub-17	153	-20.9167
sub-18	193	19.0833
sub-20	184	10.0833
sub-21	148	-25.9167
sub-23	179	5.0833
sub-24	185	11.0833
sub-25	138	-35.9167
sub-26	160	-13.9167
sub-28	156	-17.9167
sub-29	186	12.0833
	173.91666	0.00
